UserId,ItemId
268,954 1224 856 1268 2811 987 2406 1336 1896 1470 358 2866 2841 2305 25 2262 3150 3210 505 2550 1432 2957 1002 2413 2392 2887 1240 676 1386 1596 1054 2115 2306 394 1325 1006 1117 692 836 677 751 829 1964 2652 876 239 2297 1383 1317 2164
269,3051 3039 362 2866 114 1278 2550 392 2647 1406 1032 2799 2830 1299 2431 1453 1733 121 157 2486 270 2721 935 2842 1470 1089 2905 2247 2181 2446 2274 2794 3058 961 2778 2838 1045 1952 266 917 2344 2146 1100 2756 1790 2591 2248 1644 1310 2305
270,719 3092 865 2258 2726 2351 275 1455 1020 698 1681 1474 214 2022 706 1956 1197 2878 1857 2537 2652 1942 1056 2127 1399 2971 496 170 945 3220 2173 2541 14 2455 1307 2885 517 157 3078 1200 655 1991 465 682 1106 697 2115 845 2339 272
271,3229 275 968 2537 2108 2885 2463 1465 767 865 1868 1715 3178 2455 485 1348 2031 2514 2845 1657 2527 1681 1013 1455 2039 2339 333 3032 471 2320 2726 1755 2549 1784 1770 18 1800 1575 3176 2536 2013 702 2024 1218 2312 2946 1195 2568 706 1835
272,1818 2541 1348 517 1956 2652 987 2937 470 479 3241 945 521 1046 2964 1371 168 1560 803 266 2393 192 1071 2754 3059 3091 2855 465 2081 1465 14 3090 1643 1714 868 2171 2770 1396 1990 1577 272 3250 501 3130 644 2649 1942 2428 1474 1612
273,2351 938 45 1474 2359 1117 1197 814 2855 1371 2726 3229 2108 422 2350 959 3003 100 1498 517 1020 945 91 1770 2464 706 1443 2262 14 2320 1990 1920 3209 186 380 2111 2807 2937 845 1797 2428 2940 532 296 346 2312 1737 2371 2547 214
274,2810 553 1941 2380 1268 3189 1984 590 1048 2320 1558 964 1770 2734 163 2111 1861 1362 2193 677 595 294 2350 2385 307 981 1804 1475 2934 1200 1137 333 525 1055 2726 1613 3236 405 36 815 2958 685 1852 1549 1684 1976 1386 2072 545 2299
275,2380 1048 294 100 2464 2810 1558 2875 475 1939 2182 333 981 98 0 2398 2193 1239 275 1185 2111 553 1386 2022 2472 2638 2885 2299 163 1377 2932 465 1362 307 2944 115 865 2976 1193 405 2652 2055 2070 1804 2551 2883 1147 2537 1088 2986
276,294 2320 2380 1941 2350 2182 307 1377 1558 1048 2741 2565 2111 1613 1268 981 971 1362 2734 712 590 685 1770 2638 2299 1861 98 333 525 253 2193 1852 1055 2809 1922 2361 1804 1475 1984 1957 2726 126 490 266 1549 2437 1387 3089 598 2885
277,2392 1861 2306 751 231 1002 637 1268 1474 1795 335 3221 905 2661 3176 1224 3237 856 486 275 3040 613 1614 2527 1715 1947 783 1975 1868 471 836 2845 2196 865 454 1154 2164 2474 384 2537 243 719 2970 1755 741 847 2113 2178 490 397
278,984 1521 2627 571 1496 2082 454 3105 1001 2544 766 1802 2113 376 2986 618 822 486 704 346 836 397 2000 228 847 2494 1195 3046 334 418 1414 962 733 1988 1856 2685 3161 2865 2387 2562 1209 1212 1715 2173 627 294 2002 2309 2330 1915
279,2845 505 2527 2940 167 486 2178 2031 2206 84 1715 783 1185 1456 2149 2537 3026 275 1195 1614 3040 1575 2855 2661 3229 821 2464 579 384 2885 2007 290 2821 1196 2607 1218 865 749 2795 334 2022 3041 2455 454 697 1656 1673 719 294 1756
280,471 361 1197 842 363 1034 443 170 745 2902 1195 2291 589 277 2483 3068 1942 2066 1857 1349 1765 3142 1505 2812 938 1745 1680 387 3079 331 231 1858 1119 2006 1923 1673 296 1614 1521 3182 1669 1298 1931 910 1365 2307 1423 919 663 2921
281,1975 358 1299 1896 1861 987 553 2470 2652 677 2866 2726 1200 2413 1432 2320 1386 829 335 1317 458 2305 2164 865 2550 2022 394 905 1475 836 825 2957 1054 1895 2350 1185 1002 692 1195 2392 1755 2406 1117 2385 2805 119 2351 1240 1213 2855
282,1365 2007 706 655 2339 3241 181 2726 2921 837 2022 3035 830 3142 1673 588 1034 702 1891 2455 335 401 402 458 1200 865 3156 2299 842 1474 2174 1765 3079 3186 443 1307 1405 117 170 856 2537 960 2977 2651 167 1722 2652 1424 2997 2664
283,2044 1299 1129 1195 1474 2413 490 2799 803 1001 988 2305 3039 935 471 100 1602 1292 2351 170 954 1920 2661 1797 1020 48 610 1056 571 2649 1991 865 2544 2087 294 2957 1714 2595 3064 2714 1747 3142 497 959 2631 3150 2811 1533 2963 1370
284,2022 1197 2320 517 2750 2351 2350 2470 1200 1034 1857 2541 814 706 2464 1195 1942 296 938 1295 471 1307 644 1156 1812 1868 1575 167 1474 2937 1800 457 346 3142 2455 2537 1348 2312 964 1567 3037 702 1737 470 1818 2198 2977 1673 3209 272
285,1386 2022 2464 2885 2320 1193 1770 1956 517 1784 3209 2470 609 1681 1868 2652 1455 296 2541 100 1875 2537 1474 2350 644 3229 2127 3022 491 417 1197 1195 814 1800 698 2940 2312 1013 2012 702 2841 2351 1505 2198 471 783 1465 1268 1023 3078
286,1868 3031 719 2312 1681 2117 2971 3181 2464 1185 976 3040 2024 1958 1113 3220 2193 1193 2837 698 1770 2340 2070 1196 1474 1812 2671 231 1399 2382 573 2007 3078 1684 1949 968 267 294 1353 783 1761 2940 1648 384 1116 2862 1803 2351 1369 2845
287,1325 2474 358 714 856 2193 2115 2392 2196 1185 2631 2182 2805 2811 458 243 2959 1200 1054 1755 1405 3142 119 2499 2385 405 836 1152 3220 2164 1317 1686 2089 719 677 2312 1005 1269 2809 1797 613 1531 2885 3150 2262 1015 3041 2022 2225 1684
288,517 1784 1567 1193 706 1455 454 1868 2537 2024 3022 2312 1673 277 2940 1102 2108 147 783 1818 2222 987 505 1693 3229 2455 280 3073 609 1357 417 588 412 18 2514 2946 385 2006 1800 1295 2555 1307 3037 968 2171 1424 496 637 255 1241
289,505 231 1325 275 1868 714 719 637 2115 2392 2455 2007 676 2193 655 471 2525 2474 294 2805 1455 830 3031 2306 3176 981 1755 3156 2527 164 1722 370 1614 1170 2124 1353 2174 1861 2651 976 2902 402 401 1224 2275 3040 3147 3118 1203 1005
290,1656 307 294 490 1715 749 2810 1152 697 1657 919 505 821 745 525 1417 1034 313 333 2651 553 971 1861 2979 1575 1001 2627 1298 2018 2514 2299 1770 2119 2508 2885 1422 1605 2206 2844 3041 1302 2385 1812 1689 2845 2685 2138 454 2823 2351
291,1325 1295 335 1197 458 655 1896 361 2350 2299 1324 296 2066 277 1861 170 372 2811 1405 1343 1474 3186 2651 1195 876 2902 1200 776 905 837 734 98 2385 3041 2193 1797 3068 1770 2638 465 1015 651 987 2841 865 1858 545 2499 91 2022
292,1386 702 3148 2470 2435 2179 2350 2351 521 945 266 2464 1922 100 596 1185 2754 2171 2940 2850 3090 3178 987 3130 2652 333 465 2403 1818 470 750 2039 2318 1336 3229 241 1737 412 1023 1770 767 1198 1200 2616 1575 865 1470 3032 3078 1193
293,847 505 1575 2514 1195 486 2845 79 231 1720 1456 3176 2661 968 1197 2527 948 571 1735 865 905 13 2331 1521 1298 277 3199 625 2455 585 358 1185 2795 2206 2537 2031 2312 919 2757 1868 275 1110 1765 2330 1496 741 46 2259 2685 2940
294,2431 3150 2546 505 1268 405 1325 1185 3241 1686 2977 2320 2392 3220 458 275 1938 2193 1348 2470 1861 266 856 2537 2182 1200 1224 1770 1386 1722 865 954 91 1956 1141 1383 2957 3209 1868 755 2921 2464 2217 987 702 1896 2533 876 2726 981
295,2922 204 2212 728 773 165 3205 2012 695 1138 2478 2769 3052 296 2719 2120 2650 2210 2885 1120 2052 1065 1133 3130 644 2022 1579 1160 1443 2750 988 338 517 2127 3209 68 3229 2722 317 521 1869 2126 2995 991 2222 1663 1013 1423 1060 1340
296,1770 2320 2855 2885 865 1567 100 2750 275 1088 783 147 1868 3049 517 1575 2464 48 2198 2006 1800 346 280 2652 1195 2986 1239 845 2661 490 2537 2474 1102 1020 3124 2232 2173 697 2862 3187 2398 1812 491 2338 1197 423 1226 698 2455 1455
297,3026 1195 2514 1614 2940 2855 938 167 334 2222 290 1496 2031 3229 2350 697 1715 935 2685 333 1765 1197 490 2455 3241 585 3142 2022 988 3041 749 2627 1922 1677 465 2470 1521 1417 1456 3071 2537 1756 2282 1298 910 919 706 1185 968 239
298,167 3231 2206 1324 515 1803 812 579 1135 2030 2326 1673 1513 3037 267 1034 1156 736 473 2066 465 865 1735 361 672 1664 2738 1307 3181 2508 2840 273 2773 428 2022 296 1734 938 784 862 2149 2855 702 644 814 2541 1615 1874 1422 957
299,988 1200 2971 1195 490 2537 1567 1575 3031 275 783 2173 1056 1715 2320 2455 1386 3220 2976 2351 2810 2946 3142 2845 1203 538 426 3147 2652 1635 3187 1722 1262 1132 719 486 100 1127 115 741 1795 2551 676 2022 1219 2525 847 1871 3092 3040
300,412 3178 770 2144 1429 2922 2554 338 1134 204 2039 2371 750 3032 518 1637 77 2012 773 2650 1013 1628 1579 1245 1889 2619 427 848 1357 1875 2403 3209 2867 1073 2497 2060 2180 695 2222 1586 1944 1314 2529 950 2100 2091 1825 1616 1605 3022
301,275 2007 1185 231 1455 471 1193 2537 457 1949 968 865 1868 2455 384 2940 3178 1325 770 505 1059 2928 1648 1835 698 2022 1112 333 1734 1424 2339 663 706 981 1860 637 702 1200 417 2855 3139 3181 2463 3040 465 714 2536 2283 1092 2299
302,2350 48 2937 2338 1567 3049 2932 2986 2472 1973 1651 964 2325 1770 3014 423 1446 2308 2652 2176 1200 2885 2044 1268 1088 644 1292 2428 3257 865 1936 1147 1864 465 1575 987 2595 2704 1681 91 2585 3237 147 588 2022 868 1238 1591 698 1185
303,471 1195 2350 1474 706 170 1185 865 1001 490 275 842 1365 486 2521 588 593 1200 1533 2726 1130 2470 13 3220 2455 571 2006 358 2173 1119 3241 1868 454 3142 2652 346 2087 1784 1680 1115 1720 856 1853 919 1770 719 384 334 1915 2431
304,471 443 1765 1614 3079 1115 1195 1325 706 1295 3156 1673 1365 2115 1034 847 2997 2685 1505 2006 99 13 1405 170 1456 585 2845 1730 714 213 1556 2275 2928 2075 2282 3109 1156 939 637 837 363 1272 1521 275 2613 494 1264 498 2629 663
305,2885 3037 471 644 865 1673 1156 2066 277 296 2464 938 1034 1307 2299 770 1857 361 706 1868 363 719 505 1770 3041 2455 275 1567 1324 1195 1800 46 1290 1474 2351 1942 1193 1812 1185 2997 1505 443 2222 2006 1423 1405 1031 3209 2312 1681
306,954 856 1325 231 505 3142 1317 655 825 1797 2887 1975 2841 751 335 319 1224 836 2474 2431 1154 706 1861 91 710 1088 2113 1268 1405 987 1386 1002 676 2594 3210 2631 1015 2885 2855 337 905 2196 2089 458 465 2970 2297 2164 613 358
307,938 1034 2885 1386 1200 1156 2351 517 1307 2464 1857 457 1673 1868 1942 471 1770 277 2470 2805 814 719 505 231 1324 491 1268 1325 2541 2115 2841 275 987 2127 2182 2066 2474 117 2312 706 2997 1956 637 1343 2652 2455 1861 655 2977 1031
308,2173 443 1242 2952 865 2320 1386 2522 91 275 1728 981 2350 1399 3092 940 2563 1195 905 2455 2914 2726 1044 719 2883 1200 1443 1129 2799 2470 496 1868 2022 147 100 2464 869 465 1871 346 1864 2147 1410 1452 2767 2264 115 1781 2411 2307
309,1200 505 1474 719 2726 2022 384 783 2474 2193 2312 471 2115 1681 1224 1755 465 714 3142 676 2966 3031 2320 2392 1386 1861 706 981 954 2940 856 2805 2845 2977 2470 1203 2351 1784 1195 1088 1193 1648 938 1812 2306 976 496 1197 2117 2652
310,443 571 1521 847 1195 1298 505 277 334 46 1290 3041 490 1197 2627 1001 361 1567 919 1735 2521 1034 1988 2006 1556 1422 2222 2455 1900 296 2885 644 2645 1182 1456 988 1156 1200 1343 1575 1765 2855 1857 2472 299 1594 2902 363 465 672
311,865 1784 2022 346 115 1575 637 1386 2537 3037 1034 1567 1156 2470 454 1195 2855 457 48 1290 1031 2472 296 2883 783 443 988 3049 505 100 2312 1365 2384 2997 706 277 2551 380 497 1185 2338 361 1135 280 663 490 2006 515 2696 1088
312,2320 1386 1575 2022 2350 702 2726 1200 275 2805 1197 1455 865 1681 1956 2652 1868 1193 517 2380 2537 2312 333 2179 1770 2470 2024 1465 465 1348 2541 1693 2182 712 3127 1673 1362 1722 706 2651 2958 3189 241 1237 1648 2351 3178 976 3035 1941
313,2007 3178 1386 2320 2022 2536 333 2339 412 2403 1575 2940 2885 706 166 3114 1189 1889 401 1336 2549 2782 181 517 2350 1196 2651 1586 18 3078 231 3237 457 521 2458 2754 3118 505 2108 1722 2470 384 21 2568 1200 1693 2415 1529 2174 2805
314,1295 1324 2185 3068 2299 1603 1197 170 2664 1115 1184 706 1942 1343 960 1857 2066 669 110 1365 2805 2899 847 2075 1195 2006 296 1614 2757 631 3079 46 2455 1891 2928 117 1456 334 2879 1031 1496 401 1172 475 3041 1300 162 2350 2275 2282
315,637 865 1474 275 1135 719 2661 3181 2645 2840 1352 465 167 3147 1455 2738 1195 780 1197 938 426 1513 471 1958 644 443 1295 2312 976 505 1113 1020 1443 1664 1861 2855 380 331 1684 132 1343 697 1106 988 538 3231 2464 1132 1681 965
316,1386 2810 3229 1770 2464 333 1715 2470 2651 1575 465 2537 1657 1348 697 865 485 2351 505 695 2320 3032 1213 471 1197 2726 2012 1218 1861 2217 2278 2398 553 2312 2350 2222 2514 1956 2182 1784 275 1474 84 3178 3078 2855 2463 1048 1868 294
317,954 938 856 1896 2811 1154 2977 1325 1975 2631 2115 1200 1002 335 1317 865 2464 91 1088 2193 676 553 1868 2959 1386 2537 1686 2885 2297 1895 1185 275 2022 2930 1964 2887 629 2312 1299 155 3220 655 1797 1129 2129 1405 3194 1432 2113 719
318,1020 2855 2977 2885 2726 2351 2841 331 1430 2022 1197 1474 2127 422 122 697 2320 1281 2652 128 2182 2088 745 259 3158 1942 3241 938 1269 682 465 2455 830 2470 1339 468 517 1517 1529 2086 2350 702 505 1185 2568 1200 1818 1575 865 275
319,2022 2885 1386 1200 454 2726 346 2652 1770 814 2464 115 964 2855 2350 48 1567 2937 2696 1195 1423 100 2472 1800 1193 296 1088 2986 471 1812 1268 2338 1973 380 2537 3049 2351 2976 1575 2398 2541 1239 497 2176 3064 2312 2616 1474 490 1956
320,1195 2885 2810 1034 2031 3229 2652 865 1348 1185 770 505 553 1336 1474 294 2312 2039 3142 1941 405 2173 471 1213 706 2217 275 2514 2726 2455 1193 2971 1377 2351 2976 2696 3189 968 2944 277 2182 1812 1657 845 2638 2299 2937 163 2841 2024
321,2855 3037 457 1673 3209 1835 2222 621 706 1956 2928 471 663 176 299 296 2664 2007 3041 2831 277 1034 167 2536 3022 938 2770 1942 1197 1677 1295 2885 702 15 2514 644 88 1078 2066 2320 2299 2127 385 3142 999 1405 2575 2171 1102 1922
322,2652 2726 2163 1032 2320 2350 1239 2799 2470 2428 2147 2937 91 100 115 362 2696 2111 865 1770 454 2087 1784 423 1200 1195 2933 2431 961 3220 964 1575 3039 2529 3145 1129 2338 2413 1001 1973 3014 1386 2963 2649 2044 1612 2551 358 2057 1567
323,1348 2320 2182 2652 405 3241 2351 2937 266 1268 1106 1474 521 1575 100 2217 1470 2688 1737 1475 2875 1922 596 479 1498 2754 1060 255 91 470 2464 1991 2435 2651 465 1071 1137 1318 553 3091 2810 868 1612 2957 1990 230 2216 755 1741 1239
324,1317 3210 2841 91 1054 825 2631 2392 3142 319 2164 1686 1797 1975 836 2885 905 1200 2887 1386 2306 876 2652 1129 2866 2182 1269 2726 829 337 2959 1770 751 2413 239 1117 865 1299 3150 2022 2351 2305 677 1203 2930 1240 155 1088 2129 2805
325,2022 2885 517 938 275 1295 2855 3037 1455 1784 1474 1156 1575 1185 491 505 443 1942 1673 609 1812 2127 1290 2208 2007 1324 2645 100 2455 2117 363 842 117 380 1325 960 1800 2222 231 2795 1423 1424 385 783 2521 402 46 3124 3041 2664
326,1386 294 545 2022 2885 2111 2638 938 2464 1200 958 465 2805 1197 2958 1195 1956 1941 2312 2810 3209 405 2855 1417 2850 431 1697 296 949 553 3189 2351 2726 865 2940 2651 471 1377 98 1023 1812 1348 490 2182 517 259 697 2031 457 3078
327,1325 3142 275 2455 2339 2464 457 719 2312 1474 697 1681 1200 2726 2007 655 1949 830 1195 465 1455 2940 1307 335 637 1755 2977 2380 856 401 2193 1197 2805 1193 2921 2351 2024 968 1365 1648 1465 2474 2651 2275 2392 698 2568 2547 2173 1189
328,486 847 919 167 3026 585 821 2330 2455 1575 2902 749 593 443 3079 384 706 1236 968 3186 2536 613 213 1182 1209 3193 1556 1594 1456 2845 1325 1677 2940 1115 751 984 3105 663 2521 2661 2879 1871 231 2855 1412 264 309 1218 2997 485
329,100 517 2977 14 2875 706 938 91 2258 2937 702 470 655 1818 596 1020 1714 697 1117 2474 505 1348 3059 1195 865 192 1991 1857 1990 1868 2464 2649 1332 2217 1641 1239 2428 2964 2179 2173 945 2115 1224 1498 2757 479 910 2714 2413 845
330,1298 13 2627 1521 1496 822 2527 3105 397 1321 283 2661 2259 3176 415 294 51 1556 2494 1414 328 1988 35 228 962 2789 2330 1346 1808 2082 1014 525 625 733 2596 971 1856 1012 2986 2277 2178 346 3046 2531 2174 704 1915 2900 290 1218
331,471 167 486 505 1456 571 334 1614 1197 2997 3037 585 2455 2627 1765 2855 1295 1034 2174 706 46 1156 2066 1307 2299 443 1857 384 1812 2685 1556 968 2902 3186 2757 938 490 3079 2645 1871 2795 1942 939 3105 842 2928 2330 2350 1365 2527
332,3071 84 2831 2622 1411 457 2536 1677 2514 1619 3109 496 2458 3013 999 2018 3207 2549 1923 1348 1693 494 1835 3026 2435 2039 1034 2221 2706 1660 1430 2403 2127 313 2034 3078 3032 1417 2547 333 277 2086 2312 1197 2092 88 128 1307 2088 1465
333,491 3209 2726 2888 1200 1770 814 3049 2055 1651 1956 2932 280 521 1875 380 2861 796 3072 3014 296 2295 18 2035 1088 1944 2398 1446 3073 770 2855 116 2529 470 1737 1279 255 1977 510 868 2555 1357 2704 1486 1277 1254 1498 2595 2650 561
334,706 596 1868 1020 1857 845 470 1714 945 2757 1474 702 1722 490 2841 1332 2455 1360 988 1145 2339 2173 2057 1560 471 2312 505 1818 3085 1269 1812 239 1348 2111 1430 2977 3059 3148 19 2823 2632 2541 957 3147 2031 2179 1219 685 637 3090
335,1386 3209 2108 773 1956 695 1245 1465 2867 2012 2885 2940 697 2320 2652 204 1770 465 2351 3022 2541 2464 2726 1637 2470 1193 1120 521 870 299 85 2435 1063 427 3052 1060 2937 3090 2179 1517 859 1348 338 767 3078 702 192 868 845 517
336,865 1575 496 2537 1034 2031 1348 1197 964 2940 1001 1185 3229 2971 2299 1023 1218 1026 333 2645 2855 505 167 2514 443 2460 756 1720 783 486 417 2976 1784 2845 2338 1193 2259 1307 2044 1135 3231 1861 525 945 2030 697 1521 1735 3040 1949
337,1575 1784 2726 471 454 1474 2320 2652 865 346 115 2883 2470 231 2537 443 1268 275 2176 2044 1868 1651 1871 3049 465 706 2551 1185 2464 100 2055 637 3220 2937 490 1386 358 2022 719 2976 644 976 384 2977 3142 2855 3237 1325 497 2986
338,2885 1922 1956 945 266 1046 479 1722 100 2541 596 521 1465 1106 2179 1237 803 1498 748 2616 1818 2937 2850 1071 1643 3241 1200 465 1942 3059 2688 192 14 1770 501 1560 241 2435 1736 2171 3145 2754 2393 1714 2964 1195 870 3130 1990 2855
339,1386 2022 2885 465 1200 865 1956 3209 517 1443 2726 2320 1195 2855 2652 1784 1770 2312 454 2750 3078 2350 100 2470 1575 609 2541 1474 471 988 702 2024 1197 697 1875 2862 644 938 2944 2602 490 1348 2841 346 1533 1567 1837 706 1241 588
340,471 1693 697 1023 1195 2536 1200 2464 167 494 1386 333 3041 176 2034 496 84 865 2885 2783 1348 3142 3109 1949 1505 1034 1424 2527 2007 465 307 2470 1341 745 2547 2024 18 485 1193 1456 945 417 1407 2855 3026 2299 1230 1619 2030 294
341,505 1575 2537 2940 1386 231 2455 1868 2178 2351 471 2174 3142 1465 1949 968 697 676 275 706 2464 2007 1755 2031 1474 465 1200 702 1336 1325 496 719 2115 1672 865 294 2841 2855 2392 1203 2312 402 1185 290 2821 637 714 783 486 84
342,573 762 267 862 1615 716 446 1513 968 2547 3094 2645 84 2738 1116 2326 1194 2840 795 273 2814 1786 1281 3110 584 1227 1826 3248 1369 845 682 1235 2351 515 1159 2149 2411 2823 1407 46 662 3013 2125 1530 44 1972 2324 175 2088 1456
343,1575 954 1474 91 856 2431 231 3241 2726 2652 2977 2350 2470 1268 1975 938 2115 1386 2811 2320 2546 2413 1325 987 1896 2885 1129 358 2631 1224 335 1117 319 2196 2217 1964 2866 1770 1195 865 2022 1432 905 3142 655 100 1299 458 1861 471
344,2724 1922 942 1470 2435 270 1379 431 2703 1817 2850 85 464 2396 3084 589 1641 157 957 2757 362 1923 2470 1305 1141 935 2962 1024 2431 2182 259 28 786 1045 3022 1838 422 1402 2885 545 2270 2022 1281 241 926 1020 2163 2778 2799 2980
345,2464 865 2022 1575 2940 1185 1193 697 1465 1348 333 3209 719 2885 1023 1949 417 1956 3178 1474 496 2547 1693 2455 1455 505 706 1770 2320 2222 18 663 2031 702 945 2514 1923 938 2470 2108 1793 2463 1681 471 1195 1336 3127 1786 517 384
346,1770 525 292 2958 270 302 1377 2933 1106 2163 91 803 2428 964 68 868 2696 2652 1032 1715 603 2940 3039 2878 1386 566 2181 1990 2976 2248 1056 1141 3118 2551 2946 3014 2431 1722 3059 2496 2649 2966 2361 1922 2845 3031 1714 1881 115 362
347,2940 471 2031 1693 494 333 2885 3026 1417 968 2855 1195 2222 1348 84 2034 3178 1336 663 2831 2312 1185 457 1835 2455 1505 2039 1341 496 3109 3032 277 1756 167 1949 1034 176 706 485 2537 299 1218 1465 749 1619 1200 2351 2470 1023 18
348,3241 2937 1336 3209 2537 1956 987 1560 2726 1195 100 1575 91 1060 2841 3130 1117 192 1498 865 2031 870 2435 1505 2514 1193 1013 2867 868 1812 1245 602 3220 1470 1156 231 266 859 2171 490 1942 644 471 1297 3148 2127 333 2946 2930 3078
349,1770 2320 475 1377 2638 307 2095 2805 2167 2850 98 294 2824 1922 1237 3118 431 2623 2464 0 18 770 971 525 2741 163 545 493 2012 3001 1301 1956 553 1852 1193 296 1999 521 405 1573 2984 3127 3109 1200 1386 1048 417 2463 2024 2706
350,938 1975 1224 1474 1154 2431 231 25 319 2631 2959 1896 2392 1002 2841 358 825 91 2930 2474 1054 2940 1088 2217 2297 2196 1325 2977 1405 987 1432 2546 2652 2115 2312 2887 3241 553 1200 2193 1317 3194 2648 1336 2464 1964 335 1386 876 613
351,1923 277 706 1505 3186 1130 3037 1295 1575 1195 2291 589 938 842 167 2222 1307 2514 3109 2855 231 1829 2066 1942 117 2299 1324 1115 1922 1424 505 1156 770 2664 588 2977 3142 2455 2173 2208 1765 494 745 2127 1614 3041 2483 1365 387 1857
352,1922 910 1956 100 490 1857 3142 1156 2455 1575 470 1295 2111 170 2173 277 2031 2875 2299 1305 2749 3186 865 2724 2902 1871 596 307 1505 988 14 1119 2541 870 3059 2435 521 2537 2521 1991 1920 926 356 2222 1737 2464 1417 2428 3236 1567
353,1942 334 1422 3186 363 2208 162 1130 296 277 486 1871 443 2185 2979 2483 1031 1046 571 1614 2127 1307 847 1765 505 2173 110 3041 1521 3142 545 1735 1343 2638 479 1767 1456 1290 1298 2455 1853 387 1922 919 1573 3184 3241 46 2977 2075
354,2339 2568 1868 706 2007 865 505 2537 3142 457 1189 2193 2380 1325 92 1200 2464 1455 2855 637 2837 968 401 2275 2527 828 1185 2445 1092 981 2547 3037 333 1268 2174 2024 465 1673 712 2845 2124 714 1949 1307 3189 3139 1409 2726 2940 1030
355,1386 830 1575 719 2568 706 1269 3142 2455 2179 259 655 2312 1189 3078 2782 1956 702 2445 865 1681 1185 1949 333 1465 1529 2464 845 496 2193 1455 2351 682 2022 2651 2115 2547 2411 1307 2805 1531 230 1030 1051 1034 2320 1193 2977 2908 714
356,2928 231 1835 714 2034 2222 621 15 1734 2275 2115 1424 2706 706 2339 505 2902 830 2066 2575 992 918 2174 1465 3109 2455 213 1115 88 663 1765 1184 799 1092 2899 608 275 770 385 273 1744 622 384 757 333 33 1598 2458 2208 2312
357,1720 13 2173 1656 331 471 35 938 486 845 697 2627 1020 2351 2470 505 1430 935 1218 2885 1614 2832 2338 964 2979 2862 346 1977 2696 1197 2087 2384 443 2638 593 2350 1422 147 2031 275 2455 397 2971 1209 334 2986 465 1556 1868 1915
358,1195 2031 13 919 294 1260 1218 847 490 1715 486 571 3229 485 84 2455 1386 2022 2470 1720 2845 2645 334 1001 697 3026 1521 2351 1575 2627 2259 821 948 1430 167 1185 968 2514 1197 1417 2685 307 988 749 2173 1348 865 2832 465 313
359,2312 1197 770 2514 2940 2537 2351 3178 2706 277 1200 968 2547 505 1505 1193 1868 2024 2108 2031 1956 2455 1673 702 1034 2039 1949 2536 2855 756 945 275 1013 2299 84 3037 299 1474 3209 167 1860 2066 938 2831 706 18 3109 3231 471 1812
360,1430 706 1063 2127 2086 3182 176 457 682 471 2979 2411 589 1197 1295 2487 1462 307 1386 167 173 1034 312 1339 2444 1689 2831 122 2339 1505 1529 2841 3037 2351 1942 2309 2018 663 296 1723 1307 2788 1366 655 1548 2222 1216 3207 1972 2536
361,1465 2022 2726 3148 230 1818 2179 2351 2350 1949 2464 1060 2463 333 870 2937 1741 521 1071 1737 1106 2403 697 1318 2312 3118 1990 3229 1868 1013 2616 1185 1575 2579 412 868 1498 2782 968 1835 898 84 275 14 427 1122 2039 716 1770 3090
362,2351 266 2885 1200 1197 275 596 1060 2688 2470 1737 255 1818 2171 2537 987 2464 1681 1770 3148 1991 521 1474 1922 2652 1560 470 1470 1185 1498 241 1455 2875 501 231 2850 803 3130 168 2312 1371 698 2474 748 637 1071 2024 2602 3209 1046
363,485 313 1260 2380 307 1677 821 2805 333 1302 712 545 2536 1218 1366 1558 340 553 2809 2173 422 745 505 1861 1417 331 2783 760 2869 419 2844 1548 1195 2190 176 2385 471 845 1034 2831 948 3142 1589 1507 919 1281 1575 1531 1756 1619
364,2537 1474 1325 2464 2455 3142 384 2312 1200 2805 1386 1949 1268 2193 697 2380 2885 333 1861 2022 3176 1336 2007 358 2174 968 714 830 1203 3241 1195 2024 3178 2474 84 2351 2833 2845 2855 976 2039 2547 2115 3031 2977 2652 1672 490 465 2726
365,2652 1200 1290 1443 2807 2299 1784 346 2726 2127 1770 517 1474 496 2696 1567 398 2320 515 2464 454 1307 46 2384 2066 470 1673 783 1369 2661 423 275 803 2976 3220 505 479 2428 488 1800 1185 497 2757 3246 1001 2080 2937 1681 2472 1920
366,1722 100 2688 1474 2875 1239 1213 2217 3031 501 1455 2525 2651 147 241 964 1197 706 1195 1020 803 465 384 1185 294 1137 1635 2966 1861 3142 868 3145 2295 2193 783 3147 471 2862 2476 2117 698 2499 976 1871 1475 2649 2455 1684 2878 1567
367,1290 2855 2066 3037 1501 2706 2645 1156 2312 1857 1422 1200 2750 2208 1923 398 490 1230 2979 2351 2299 457 1942 46 1193 3041 1784 609 1693 3190 1307 988 1871 491 1720 1800 217 2661 299 3127 589 2537 275 2338 334 1567 2127 1573 2031 1300
368,1575 1200 2464 275 1386 2022 1770 465 1185 2320 2885 2470 1193 505 2726 1455 1195 471 2940 1681 2350 2351 2855 1197 706 231 2455 697 1784 783 2299 637 3209 3142 333 1956 496 1443 417 938 1268 384 1034 2031 2841 2977 2463 1567 1156 702
369,1575 2977 1896 1861 2431 553 677 2217 938 2887 2810 1325 2193 231 1317 505 1224 2474 335 1154 2805 2115 91 3241 2305 3142 655 1200 876 714 825 1941 829 458 319 1964 2182 2866 2631 155 1152 2546 1006 2113 2297 1269 1432 3189 990 163
