keyword,movieID
epstein,59295 2500 912 1269 581 25906 8331 80553 7085 5222 6999 111800 1112 27822 91974 4974 283 26524
friedman,6380 5334 47725 80553 2100 158035 27741 193565 4611 5250 60303 4006 581 48142 26590 34048 131610 48414 6433 136602 3987 8025 1395 4608 48872 714 2654 1004 381 735 320 169180 2473 5298 77561 7179 37477 6280 64969 4967 128991 52967 116411 96964 6786 4160 39444 3198 95377 2651 159415 1037 2182 7831 3731 2156 2313 79553 102088 51931 2643 6425 33815 65982 63515 27328 142056 65514 5710 3230 274 4053 2978 2212 128089 137 6476 233 6789 159403 965 7834 80478 4956 103865 30803 99917 6285 6611 7891 103366 4373 6954 2969 112580 516 62970 26614 158956
vito,143525 581 1221
lily,5465 118880 4909 152284 90524 4291 103606 69951 4476 94015 96373 3899 130073 78746 581 8610 149830 291 188751 179817 45028 115667 6584
tomlin,96471 759 4909 6288 128914 4291 183959 4476 757 51498 5068 581 8610 147662 45028 183295 6506 43556 102338 7141 123 162828 496 1514 27584 46335 135569 7125 87522 67923 3957 26547 102716 1042 2692 4255 1503 86644 77427 162344 1243 59018 4380 99992 176 79073 331 7103 109483 85881 131130 5942 2867 44004 26861 26504 3958 3393 4340 1857 1100 6867 8225 5452 2840 2028 2629 6033 1948 149334 1667 2822 3130 130087 68835 544 26887 4687 7102 6476 72720 115969 64010 65601 1979 7460 168350 97752 2017 1500 7294 4304 160980 2915 100843 80584 2476 2260 4180
susie,4877 1793 581 114066 63859
bright,1034 43921 182823 8959 802 43928 449 115667 132 324 1753 8025 581 151739 7056 4482 4300 71327 44195 27803 106883 5296 803 611 6678 3424 50802 133281 4236 2984 2606 7027 5226 55620 103502 149380 133419 155509 79242 142020 61240 6374 172013 1231 149144 141422 5170 74791 6619 4131 824 107846 78499 166461 6597 42638 148 53355 127114 6990 2392
nanni,583 5073 9008 232 5051 5434 6400 3966 2662 105250 171495 26313 132362 1480 2912 132153 7772 22 26133 4093 25788 343 2971 25952 4477 97470 6203 61071 26745 2201 879 48883 7083 60289 7004 5372 50800 114678 84246 431 1413 4131 8331 4164 7219 4527 33669 58107 4635 104875 5189 7727 41566 7247 533 7212 6358
moretti,583 5073 142961 128695 4454 6299 109383 95311 51086 57502 3677 151759 987 63179 91233 86286 5272 3991 50354 139511 141820 96815 3398 23 2899 118784 109161 2791 2364 104141 33801 301 1024 596 117133 18 46347 178613 32917 87867 1135 7789 155168 95167 69529 143559 26340 100397 3681 2080 33896 81417 947 7019 175707 1466 8831 80748 27246 54372 182749 3483 6909 2090 3066 153236 5900 158254 7102 915 5945 1029 7317 89047 2018 7018 2868 1405 8426 4397 3266 110286 141544 42734 7845 156781 114627 4447 159403 3213 170297 1282 31696 84374 2257 7031 2286 188751 2048
renato,143458 55112 27328 1809 290 4395 8454 583 102993 115111 32914 31309 143257 143525 1911 90343 111921 637 91077 4284 53453 6374 101612 128512 175485 7835
carpentieri,583 1027 650 149144 813 3097 71899 5590 49647
giovanna,27744 75805 4635 7247 583 5503 8364 82 142456 889 34326 6890 1117 97936 3155 7937 5051 5434 91860 6400 144222 704 26696 53447 3019 116505 3966 4200 63222 80693 1611 7092 72424 2662 130842 105250 34397 5284 171495 5615 26313 184245 1860 1496 132362 71810 79357 1480 2912 7096 692 132153 7772 22 6577 444 26133 6023 6063 162606 4093 343 25788 2971 25952 8880 45732 2196 66744 8738 37384 4477 97470 4580 6203 26745 61071 2201 879 615 48883 7083 7328 7004 60289 50800 5372 118082 155812 114678 84246 89090 680 1413 431 5849 54745 31660 2488
bozzolo,583
betty,5575 3606 3534 2070 25905 47122 83969 982 1911 5803 935 4862 2085 3548 4357 899 27539 4178 4676 4506 73042 1476 3893 585 25959 26940
sherwood,128991 26401 3265 1218 26612 1642 2362 61026 3871 109687 68486 928 1939 116169 117 25940 7163 1363 4184 95 585 818 26585 464 1924 3623 722 103865 31685 5420 26038 58 44243 235 26681 64839 1573 3269 86487 34540 6387 71057 163809 5499 142424 3870 106542 60674 156706 103219 5111 37731 55729 1361 1876 3638 1103 7311 833 8571 8542 2526 126482 521 340 6950 3635 897 505 6979 5644 6251 2446 36535 135532 45382 5054 3330 141799 3916 69604 109853 7132 2946 711 36397 1023 54190 7285 3604 5952 1083 5786 1947 2468 148 5076 91386 4993
laurice,175585 26401 60753 100737 26713 1825 7981 253 58554 5970 5969 27802 71462 69 2625 585 5874 2540 65588 1055 5170 5218 3177 44022 6506 5420 1867 117133 4953 6720 3061 96935 103609 128620 564 62644 8983 4355 99130 423 158238 1416 5041 7175 5128 113416 234 4846 5292 4440 130976 167634 69453 5572 981 1635 117922 178061 7261 165671 2651 157270 108156 31422 3799 65651 4735 112175 55492 32289 52279 33158 69644 151315 2890 26764 156025 93510 57522 112138 8361 52245 95543 160569 156607 4316 40959 106696 1196
elehwany,8957 104908 51927 134019 5970 5969 85788 585 148671 2625 103688 48877 96935 130634 2172 159858 73569 54787
clements,115122 184791 1566 85774 2081 588 72737 166461 92008 1966 5882 5881 2912 3503 72224 47640 136850 126426 3060 7078 5438 7312 2482 2048 110655 54190 6994 77846 48982 58295 181139 100044 104069 131826 7218 131237 80727 82534 5749 5829 61692 5986 1232 85213 7457 76738 889 1395 5266 1203 5878 5891 7486 97 6249 4438 136447 58301 47538 3450 3167 1473 115727 77688 4591 318 8373 5425 140289 109848 107408 501 6342 27850 67618 2835 4231 7943 92046 48774 100326 4704 2979 6162 5875 51037 6542 84942 7394 3238 8143 174053 8748 3655 1615 5308 1054 6870 6184
musker,1566 2081 588 72737 166461 5882
weinger,96726 6572 4438 4440 3289 2922 2668 5072 1260 982 8875 26401 326 26694 3330 588 120637 1064 2092 98499 55253 6618 2609
larkin,172215 2839 4008 588 4629 2155 98633 1759 111795 72330 27692 7844 419 4349 2094 100326 67267 5589 6639 27802 31921 5391 5801 8238 60126 255 32600 147002 6093 2107 119
wisher,1642 3871 33644 2826 117 589 8815
blake,104339 6658 2713 4666 1081 5004 85295 1125 75813 6662 5682 6143 7073 6663 132660 590 1083 532 66090 6814 5416 156371 175585 2596 31737 4263 154358 2936 5501 2566 3394 2036 118248 881 26680 134796 96448 185435 95583 7347 66783 4978 2567 3512 53447 89305 2871 691 1975 4802 63131 1976 3017 89427 81591 3268 38198 8765 1977 141718 4745 161922 103883 158528 79139 5418 1980 714 1547 113532 62394 4027 6852 1816 902 47518 121781 32632 8596 156025 45668 87430 48319
greene,1212 46664 4255 130050 164753 75395 57421 3833 2746 7223 2498 2263 82366 87430 3125 4009 71129 96430 96975 58492 6178 2080 6574 6962 5876 165635 2860 201 86628 4164 47566 3401 4053 5258 1718 26528 55854 110746 590 917 6159 188189 141866 66297 118198 27716 26052 4646 40148 79 26317 101070 935 74795 177763 91323 37731 33162 102984 74282 92694 2606 26151 6238 4492 109673 2983 3548 786 133832 899 6514 8011 66509 87529 85261 117849 340 179053 94478 2009 7745 2403 142372 3606 72696 1271 3201 44241 1913 7265 159690 60030 599 4812 4632 6534 160646 3988
hamm,111795 171763 165103 4158 7449 174053 135887 80489 592 145150
bonney,593 131749 138208
cottrell,101072 8800 27790 5508 4035 43460 594 1670
hand,77177 2915 3249 6382 5427 1171 7302 51709 2330 8093 1342 3760 48001 2606 44657 7023 6228 27869 3557 25865 54648 33132 149144 187595 3414 122886 876 3442 1276 3266 135216 594 3034 1904 116505 667 1210 166492
grimm,159811 36401 594 53143 53435 3837 5069 1237 4785 81847 2125 66240 6817
wilhelm,180263 46976 44931 1259 5843 2010 4835 159811 594 6706 6557 104337 155589
adriana,44761 96610 2775 118880 179819 68848 3894 737 53326 123947 594 5570 45666 2589 55844 27826 7080 2025 3525 151501 142074 3727 5818 83601 38388 5364 7352 136850 3448 3707 2281 176371 5424 3101 41 2942 1180 6314 45720 3476 94985 6691 2269 149566 48982 142056 4393 2766 177765 7841 182727 7987 63826 3889 2577 103596 2320 55052 4780 74508 2226 179119 161918 5102 54256 71160 136305 6835 76030 2888 984 1453 52299 80860 3075 2425 5111 86880 30894 27595 4378 632 2359 2333 346 1957 3662 3947 3793 91976 55444 4794 1719 5165 134783 160422 168248 167018 1656
caselotti,101072 594 193609 4388
stockwell,2154 70565 2542 2120 1100 5505 68600 471 80590 636 26887 2615 4372 2517 5524 4757 72308 4658 37853 55112 133716 184987 889 51925 594 50601 5421 2243 1305 4204 5455 33148 1445 139642 4862 6981 7394 2075 1300 101884 179135 3374 45928 497 135815 26078 108078 110553 4711 116724 112515 2774 2952 27873 5170 475 6592 1487 8865 88327 1479 73515 45722 49347 128842 49961 5839 3447 919 44665 2368 1971 994 140016 6125 99130 4356 111146 4104 2338 7487
lucille,5434 228 47725 3010 111360 1249 34072 1216 4919 44937 79895 113705 6969 26198 293 3053 104925 594 1533 110826 1527 8605 33437 40148 42718 4387 1419 109569 8604 74668 89087 8268 27193 105246 43419 27689 5628 5574 59369 54908 173291 36519 96861 8912 120635 100579 74851 64030
verne,5486 62383 35807 594 8526
trousdale,7282 64249 4317 47202 83134 1889 1547 595 126430 4366 117368 783 3394 138210 2463 117107 1030 2302 90531 129250 2513 114818 4499 2055 3211 5539 112006 133879 117590 8677
kirk,2359 98160 141994 4366 101142 64114 6629 5114 32442 1016 2728 3737 1375 1019 1178 6324 155743 2472 43560 138702 2851 168358 3732 3634 595 179709 4420 27873 107449 4127 1866 4939 8153 1881 783 3736 2066 95199 52730 104780 102445 1012 1373 1371 1374 4142 7108 1376 4535 68358 1372 329
wise,4366 4337 1331 2668 6695 2077 5384 1337 8462 2670 60803 2918 130050 595 1253 3262 1035 47566 1015 6303 95738 27584 783 165959 2137 1371 1947 2550
woolverton,128991 5486 26401 3265 1218 26612 2348 61026 745 111659 595 68486 116169 158813 74789 7163 95 464 26585 3623 31685 26038 5420 58 44243 26681 1573 6387 5499 833
paige,26401 116413 95170 7375 8487 107780 595 3440 92509 6390 3439 984
robby,52784 4135 85796 79073 27751 119 31700 4792 5721 67665 595 95170 3146 80586 86815 58826 34323 37384 34530 109576 109317 2995 4316 70994 52283 4876 70305 163981 74532 159717 50601 1981 5942 93320 6290 151 1288 83976 581 80553 54785 67534 102802 136511 2196 109864 112749 5507 3253 6493 41571 4019 798 59421 3900 34334 5991 5007 2347 46948 86880 5151 5264 128592 44840 8578 44613 27075 2146 11 92694 7041 6572 6958 4845 98160 4340 37857 71494 1307 4159 6957 1259 4225 5333 2961 82854 3484 42007 6379 60937 4990 60516 3499 5480 4522 5463 188797 97742
benson,39449 102066 130840 119655 163985 95170 118198 49276 59143 67618 2203 3738 61319 2546 5826 182293 4816 5721 595 8410 118512 148888 2081 59295 80489 169992 4316 2876 112497 2586 61132 3510 3298 102760 89837 55768 3331 4740 6382 51088 182299 5073 26726 152270 157312 27751 1485 65188 97870 31698 55290 46972 54732 2324 1704 97304 1956 4127 68793 96829 106918 1162 178827 487 162606 132660 65135 1955 1661 2558 85414 100498 2609 111913 6417 5312 326 142420 6954 3492 7366 72479 2165 2504 27674 71248 196 80584 149508 5081 1121 103819 2271 85736 930 7163 26401 51167 2697
corti,1235 595 4373 4390
ferguson,181659 54116 103602 55071 34326 6890 53447 3019 80906 1611 3831 3240 444 59315 4019 162602 26471 990 3197 6162 146662 45 5423 157130 2389 1024 596 1189 6559 99574 3086 160646 1029 111781 1704 5863 63876 1863 88267 8743 1610 3510 1022 3331 6382 5073 152270 26726 1485 65188 31698 119655 2324 1956 4127 96829 1162 1955 1661 100498 2609 6954 3492 80584 149508 26401 51167 2697 47099 92637 42004 51884 112749 5925 8530 4537 90353 118896 99992 2098 38294 129937 6945 118198 452 5780 3727 1633 1350 45662 26694 52 42943 93721 8835 105197 7449 881 4772
hee,30803 596 4386 4388
collodi,596
sears,3171 596 2665 2087 48319 5706
dickie,44788 7624 2300 4429 1825 4139 94262 7163 56915 7993 84954 38304 3929 27904 136359 4522 2759 943 136850 243 143559 5046 26999 34 76 3060 42011 2616 2995 31297 1029 2916 4197 170297 1282 2482 5445 1028 54190 743 48598 7247 473 48982 58295 7057 5248 6181 1473 140267 596 6702 3176
rub,596
blanc,182293 182297 134849 182299 73681 2742 86286 596 2593 116941 8015
walon,786 2654 599 4178 2651 3928 8136 25746
holden,4062 4130 27866 33124 113313 157108 4676 1639 61240 3504 3341 3870 45081 982 2906 922 8462 3938 56145 5505 8920 1250 3196 2269 6793 2524 599 4323 915 2896 5258 2789 6794 3414 93006 93008
borgnine,7487 4144 1946 1356 2944 2013 1129 698 599 4846 1445 105540
c.m,600
talkington,2119 600 55553 32511 5346 53138 1606 5433 2787 115680 133115 2513 8640 3158 3999 4594 3577 25962 272 2565 59126 117887 134019 7122 4152 2365 1801 81845 2559 3155 1064 2609 178827 7581 1949 136564 6225 2320 59725 173351 3709 38294 27 107436 8379 151557 78174 6201 2859 53121 56060 51024 318 1008 49649 325 3640 33435 165483 7786 90888 1941 7090 1147 33148 433 1624 168174 54881 2517 378 3708 742 2898 2395 6310 27708 55729 5640 2118 2120 79572 1771 2122 71745 4061 1259 3016 1770 110 56145 1967 147326 3499 1345 1686 95519 43930 4338
gil,2572 27803 600 48394 46948 4975 91784 2594 6049 158388 152658 62376 74624 4899 3692
bellows,104339 59731 600 2163 31030 91784 903 41724 90353 2271 26840 160571 4864 141646 27722 93723 7926 387 7137 60937 2490 46974 708 4338 7347 157 5053 93819 5856 44197 79897 44195 44731 5680 132660 4879 96471 88932 37733 34523 129659 33421 53519 75395 175585 59014 85025 72129 103543 63179 80094 80858 3967 91978 85438 49651 5994 105593 58025 71494 1461 155358 172215 136359 43932 48877 157312 897 65216 63436 81535 294 161580 8934 3516 90746 95218 55577 55814 68659 179953 107406 8955 58998 74154 44889 68237 142422 109864 106696
renée,143458 55112 5560 27328 1571 1809 3687 26340 115111 3592 26183 6235 143525 90343 25782 27368 4969 97665 5991 600 2272 76030 2495 27815 36289 189 4175 3004 4063 5548 31590 1438 6982 61986 7064 5668 3752 4246 91353 6367 6574 5178 162590 1413 1393 117545 58839 91355 3893 7162 33660 73804 50160 8969 2462 8907 1105 55768
zellweger,5991 600 76030 2272 3004 61986 5668 3752 4246 6367 162590 1413 1393 58839 3893 7162 33660 50160 8969 2462 8907 55768
rory,175577 31435 132660 27838 34523 600 40478 5502 5205 160563 47261 147376 90376
cochrane,703 600 1984 1356
peehl,602
dizzy,602
gillespie,896 1415 6789 4961 169670 139052 111551 53883 2572 111795 27689 2093 109941 27803 89208 600 79895 48394 46948 88094 8836 7477 4975 178061 151777 55280 91784 2594 6049 6954 81456 1644 199 602 158388 7209 152658 2662 29 4077 113374 62376 7299 526 25805 4942 89030 55241 4237 74624 1873 841 1702 4899 3692 27815 26095 93134 99532 2731 4298 69251 63808 7116 277 4383 5932 718 8128 3243 34397 26340 5088 2860 73 60408 91353 6773 3592 37477 91355 4721 2096 99149
milt,602
hinton,2104 2114 602 6338
marian,176329 61236 3046 44761 27595 96610 5499 104644 26169 179819 50613 171631 44301 33815 193567 1236 68848 8270 27784 84187 7008 27246 602 31427 8645 91323 2589 27826 7080 110127 172013 8136 31522 184015 136850 126548 2281 6611 90576 41 6314 135198 8456 190215 90353 3894 6920 27513 1167 48982 2271 92665 4393 106 7841 63826 7987 92730 4743 134783 180297 160571 2320 103596 4440 2951 77266 92427 55052 4780 41014 2226 2075 8964 161918 5102 54256 136305 156387 7137 6835 60937 76030 1889 46974 2490 1453 52299 2629 80860 3075 5111 30894 86880 31410 4378 7347 1882 632
mcpartland,258 602 103235 81910 108949 78544 45440 147196 4967 1675 76054 26887 33312 173197 127180 46559 71640 157110 2826 40955 69988 26797 109383 889 6748 1427 68486 59667 3674 6023 69453 4139 103596 64695 27176 3167 48744 146024 62849 77455 85414 5993 101112 65359 172793 53435 7154 3584 2605 163809 5489 1897 366 57183 177285 89072 3259 57528 2522 101741 64231 7786 34528 1572 172637 4518 632 2852 7414 2072 1589 171763 114126 52668 3395 2401 111551 8033 164909 4174 168218 27003 2581 3039 73160 3235 55207 104129 3145 2691 125914 43708 54259 2521 151745 79251 31903 162968 149334
terrel,605 4546 193609 4388
seltzer,109295 4012 26791 61348 43919 129250 3480 50798 57532 1350 45662 1839 2790 605 2789 743
mae,148881 2648 73854 3938 605 107723 7243 126548 7065
whitman,1966 1836 93723 417 1769 40478 1248 115502 373 7394 175661 133377 605 126548 7587 26169 6267 41716 1091 4355 113849 56156 6709 133195 57669 89837 1757 4083 85020 155509 91483 5486 61465 1866 144606 6003 2990 6433 136602 3987 8025 1395 4608 48872 714 2654 1004 735 381 320 2473 169180 5298 77561 7179 37477 6280 64969 4967 128991 52967 116411 96964 6786 4160 39444 3198 95377 2651 159415 1037 7831 2182 3731 2156 2313 79553 102088 51931 2643 6425 33815 65982 63515 27328 142056 65514 5710 3230 4053 274 2978 2212 128089 137 233 6476 6789 159403
condon,2333 3685 49824 8966 99764 148881 1267 5991 3839 3008 606 2016 1885 8781 2901 8967 98203 180985 135288 91104 3837 168366 102735 174737 1007 1497 1030 3987 50354 224 34164 2315 3838 2139 1993 1992 4915 6755 1991 1465 2051 233 99437 34437 124484 4203 3836 26283 66915 41724 2876 130482 5919 2123 45732 97923 2664 2098 2095 3573 7236 34338 2686 95796 2407 30749 7063 40478 83969 70565 81910 26464 50356 2371 8045 1147 2141 95583 4378 5384 3208 6746 33677 335 5231 63033 4361 7377 134334 852 2521 105213 2050 2699 4023 88235 33166 6568 2790
rand,7581 2827 115877 606 69685
ravich,2827 7979 606 5139 4565 102852 136850 68959 102007 103210 5189 4142 26492
rowan,8957 104908 51927 1665 134019 52694 6125 65135 4672 85788 80126 148671 2625 1609 103688 606 65133 90522 48877 6550 96935 130634 2172 53000 2695 159858 73569 54787
o'leary,169912 64 2281 606 115680 59810 5226 8195 62155 4885 4812 27124 688 2450 2011 117922 1270 514 1799 2763 3441 1430 479 5218 1290 6592 146684 44022 69644 95543 160569 8043
macy,129011 7348 70545 6265 6957 5636 46572 3070 4029 51933 7137 2723 101529 4055 3506 97870 8864 608 4871 32298 26391 4638 156609 116817 73515 2891
hauty,58627 609 193609 4388
hickson,102217 109897 4815 1991 1357 86290 609 4663 2725 54276 2332 94325 3422 143031 3185 1261 63393 4695 3510 3331 6382 5073 152270 26726 1485 65188 31698 119655 2324 1956 4127 96829 1162 1955 1661 100498 2609 6954 3492 149508 80584 26401 51167 2697 42004 92637 47099 51884 112749 8530 5925 4537 90353 118896 99992 2098 38294 129937 6945 118198 452 5780 1633 3727 1350 45662 26694 52 42943 93721 4772 7449 105197 881 8835 3626 136024 7127 39449 130052 3888 91981 46865 3089 5111 2456 6961 113 4994 2370 428 44937 25769 33310 189043 59141 1326 4521 4113
waite,6506 96935 609 137345 32600 147002
gerald,176579 100306 2968 5909 2676 55071 191005 8870 802 3993 4305 4942 2497 1192 121035 5965 383 89904 27741 101895 3165 32917 7040 88272 45062 68597 56379 3545 87287 996 34332 55253 121338 4784 92234 6706 133879 121342 2194 610 98124 37741
potterton,40815 4313 506 50160 8368 4896 4282 69844 4141 135143 6989 8611 101072 4238 148881 1255 5816 88125 8711 115617 1807 2431 93006 93008 54001 81834 4546 610
bruno,4484 6551 7304 83601 6252 7089 5121 4644 1759 5489 44937 4273 3920 2307 64622 69784 1211 2448 6974 8371 3235 59026 31410 6021 2548 7079 5710 6773 26554 3567 6768 3315 6090 58783 64034 169904 172497 610
len,6754 42738 5745 2668 61394 102735 3040 1663 4504 3042 1391 91974 95875 102749 1476 4517 53972 45431 43836 610
blum,2733 1663 3040 4504 2374 3196 3042 1476 45431 43836 94160 610
romanus,109161 60753 172909 74750 8928 31150 2160 175585 6530 3075 6858 175293 179815 116138 229 100737 4506 7727 347 74545 7069 134775 5390 117545 610 1949 1252 104780 5995 94959 85025 183897 90430 2728 122888 172825 5155 80124 36289 3355 3280 1287 26340 3578 2186 54686 37736 916 5922 151687 26875 55269 33781 6720 74624 167790 6433 136602 3987 8025 1395 4608 48872 714 2654 1004 735 381 320 169180 2473 5298 77561 7179 37477 6280 64969 4967 128991 52967 116411 96964 6786 4160 3198 39444 95377 2651 159415 1037 2182 7831 3731 2156 2313 79553 102088 51931 2643
flaherty,6453 4462 2875 3387 610
yagher,611 3081 4383 4386
atkins,90769 3040 4898 4629 1623 1684 111663 52831 98633 611 728 3918 3696 26453 7844 419 8254 59295 3919 1984 7572 6116 27802 2950
ramsay,5951 90376 611
valentina,175387 2924 936 62970 6754 64030 172589 57772 172587 1395 351 42738 51666 477 166183 6509 611 151769 2244 4788 852 2598 5745 32892 5329 59258 3648 26236 149354 2668 7348 61394 1161 1695 114601 102735 152083 26777 3283 553 8369 2190 2445 59549 3040 1663 110297 3981 26413 4504 55844 1297 100159 6 77 3042 7108 1049 76293 1391 124404 101612 91974 95875 5941 2193 971 102749 38061 577 48638 1476 4517 26838 53972 45431 43836 7411 880 7451 2394 7031 2048 6868 77667 5796 1479 3315 5500 153 3704 88697 610 1093
bradley,50872 103819 27866 5625 49284 6720 8961 4725 95313 60647 2761 187541 4738 5962 2171 132046 95175 178 5416 171749 2320 1746 115210 4011 170289 60674 59131 8169 8950 4161 161127 61323 59549 33679 68157 173209 1061 81564 8967 3100 105351 4450 2315 4745 86898 55391 97860 219 5347 4564 132796 158 212 186587 2959 47 3498 46723 481 180231 47644 160646 84392 1488 27706 2607 51575 405 89492 253 350 61692 1619 149352 3445 92681 134515 1835 5476 4901 103249 7458 91630 8984 4963 96815 1999 266 8 26599 6536 69278 32 4142 101360 115680 64957 7306 152711
katims,40491 6286 31433 612 62155 106889 1171 2016 51498 638 3888 36 6753 3145 75813 3955 1870 97172 5682 4546 3971 5615 73822 1671 4643 36397 2291 37729 26693 84615 4342 5416 7155 4505 1243 2323 1447 4808 5629 88 2095 47202 3361 58301 1601 2707 4052 2289 96608 4591 1254 318 1703 2143 8800 881 5298 147410 5632 59336 1777 122904 78316 5334 112334 633 89208 27075 3150 107702 48879 67186 4852 4218 2691 5572 104 26861 44399 160 45175 83 317 130520 6870 95149 56176 31698 216 5177 1 49735 2657 7048 4991 839 4388 93988 2174
schwimmer,62662 5903 43928 120478 3920 1211 48214 2677 6021 79293 1306 71838 7109 612 6059 311 117630 58162 72603 33615 1894 4146 1779 59016 95875 62999 1835 1305
franco,615 8964 140038 5591 132888 3668 8848 2436 5922 26131 180297 134326 2744 102123 5901 42728 136664 88744 81562 106785 160730 141830 4794 3428 87529 43556 160954 167018 6803 129737 26359 3723 5657 139994 80553 7165 5563 3028 99750 61024 48319 127136 34536 4811 101112 7714 119141 613 3264 1453 4624 247 106489 141928 118696 98809 799 72731 5952 103027 41569 4993 7153
zeffirelli,8964 2436 2744 112460 3036 99005 65651 3428 3668 3723 3028 4167 5041 79501 169992 3513 2146 1957 48879 1626 9005 7445 647 474 5463 1914 2159 613 3799 40815 3262 2204 2524 74510 979 27706 139994 5409 295 78893 106487 3568 4599 476
charlotte,69134 613 49647 108727 86320 95508 2290 108981 109941 101072 3068 69275 3676 4273 85438 48082 131749 8894 7561 1437 68886 6039 51314 2074 83601 105720 138208 2607 5466 33499 6538 30890 5011 26116 2137 7190 6983 127204 6817 8632 78174 4496 120919 757 861 7486 2948 60408 1296 27523 36931
brontë,3677 4024 47491 144478 7179 262 7708 85438 4961 7190 6983 3361 3259 39715 8641 852 96606 6484 613 4047 1566 50942 6186 100226 3263 2586 4008 2081 588 72737 5582 166461 61236 61210 627 5882 71732 6417 34540 122260 424 4321 2407 83480 5523 2502 3107 4292 136297 4211 103688 6659 119218 49772 7124 1289 3036 378 2567 170705 2606 83910 4827 2518 4006 7373 3725 3622 8512 3466 1951 7477 4710 113394 40962 104913 5285 3345 131480 5784 5961 26409 89190 26386 6950 508 2193 6185 106100 2374 2516 6203 371 4035 4995 141646 69227 44197 45447
whitemore,417 209 3794 70862 54734 1966 6863 6031 8807 3263 4517 72921 179491 72171 94780 93723 1836 7282 103339 1137 308 168250 3370 161032 167854 8491 93139 4792 72224 124404 6148 5480 30894 5025 4998 102278 4518 7742 80 175397 107462 86 63033 27251 3810 6480 27537 5604 162828 8531 5611 1591 174053 44511 110603 6386 26236 113280 43376 166 4260 594 489 6111 1041 26562 1345 5505 77364 7325 175577 4876 3157 3675 6965 2759 6535 2208 6005 3849 158528 5668 176805 4322 4017 1401 32298 6178 86028 4800 81520 116207 19 2843 1324 4153 101362 6298 3296
gainsbourg,69134 76301 108727 86320 108981 613 48082 70932 2036 386 4231 1437 68886 85394 4091 51314 6067 5466 6153 85261 4018 5349 143969 1937 95510 167370 70703 3473
paquin,31660 613 90428 986 81949 6567 27434 71500
brusati,615 3668 4386 4388
manfredi,56563 160848 184791 103655 615 138798 4372 8501 47721 909 4893 37386 121171 142056 5304 43919 4135 5621 6660 5177 151315 6039 538 5112 187717 7053 116668 3696 8623 4787 79274 57536 2784 3182 2373 1085 83796 1646 3673 6020 184349 140133 102007 84637 169912 104339 6920 1949 7646 306 3727 2686 130444 5498 4942 106594 4619 7115 3981 1336 67508 35957 1034 2972 85397 166 1280 138204 88 2015 7614 2098 98239 93193 5961 4284 1686 50445 104241 110541 26147 2289 3435 2148 1330 901 27878 4826 4531 32234 1301 89343 373 6659 935 2427 81229 3911 26236
karina,176329 61236 6023 4422 936 8738 615 7939 66310 680 79536 147330 172793 98491 5478 6782 27784 7748 5272 71160 8582 147250 31427 147326 147286 91323 2162 27482 146028 3945 110127 4445 63393 184015 173535 126 126548 147328 90576 3046 92665 134783 180297
turco,615 3440 3439 984
reitherman,2390 7191 1542 8383 4304 2502 27306 64034 59814 25795 1029 100556 923 4155 4477 2161 5644 3608 7479 26662 140715 33801 85259 2090 616 85316 3034 1023 2078 31193 1025 4608 320 2473 5298 7179 64969 116411 95377 159415 7831 79553 27328 128089 6476 103865 6285 6611 103366 2969 158956 120919 1965 3423 5071 31610 4849 2558 108729 55241 34542 448 2475 5121 111913 6696 53956 3855 2025 4139 3502 54116 4495 1859 105325 8784 31083 6313 7934 7236 7297 164 59421 597 3436 107962 4305 71838 2707 87522 88911 114184 526 2488 100306 73344 4878 7217 1068
clemmons,1660 184791 92008 5881 4164 2912 3503 47640 909 77846 85259 4263 126426 3450 1581 616 6101 2090 7312 85316 1837 3034 3507 1095 1023 910 6573 2522 7093 6994 2078 1390 3076 1033 3516 7698 7753 31193 3 3386 1083 4581
eva,37545 5121 31700 94810 96832 6862 72405 33639 33162 5799 92694 49314 3417 2418 109673 908 7936 55272 31685 3073 140850 94478 4926 5801 616 7265 2090 101525 7150 115216 40955 2089 64010 49272 162600 2879 165139 51077
gabor,84273 616 2090 2089 50601
sterling,759 6288 4546 1686 33896 112749 757 3155 51498 5068 113741 6064 147662 3364 2511 85259 183295 616 6506 8410 43556 102338 1029 2726 1322 123 162828 3736 1023 1514 27584 46335 750 135569 67923 26547 119141 102716 86644
holloway,2927 41724 26840 85259 4864 616 27722 93723 5603 7926 387 1029 708 1023 4338 157 5053 44197 79897 914 4879 183959 7254 118930 94661 33126 168632 126090 102993 83374 522 63826 5137 91261 156371 118900 2772 5745 5382 88932 128542 71518 1900 95939 2686 193 41716 3358 69481 798 163809 136305 3194 3932 90405 117572 8012 115210 2921 2170 128908 6410 103085 83969 4158 89945 102070 7820 44761 143001 101070 4291 3505 91860 5465 6547 6341 8578 113159 5588 31851 3150 956 6858 2133 151769 163134 4714 4862 3258 5942 3328 2806 105593 87194 50806 8796 3063 25887
